clean_text,Ticket Type
cannot oracle technical error need assistance change password issued advise mobility officer indeed steps followed gave error message screen shots attached error message could forward meeting invite training session today using link need sign via right hand sign option assistant id image cd sorry followed instructions clicked link selected sign option right hand side presuming put address password one forwarded onto correct getting following error message think something wrong using test training session able navigate log issues assistant makes lot sense yes please attempt try log credentials beforehand make access working great training session scheduled tomorrow employees contractors would include invite provide details join assistant offer still training id welcome guidance cant come offices today original offer still could forwarded following credentials password year need demonstrate enter returns next week however interim please note following tutorials access log please ensure induction materials watch videos located please ensure confirms required code need enter must completed weekly access using web browser experience recommended browser access click please also bookmark following link log presented two options sign please log using option right hand side screen sign using sign pass authentication using log password please note need advise number need use logging hours per need submitted directly mobility officer fwd know spoken probably back holidays good got therefore forwarding onto hoping help following look forward meeting begin forwarded message good morning year trust good festive period advised get asap invoice raising process hoping help guide correct direction terms process believe need access log thats spent terms created invoice spent client december attached reference put attention thats correct take paid speak,Hardware
recipients receive notifications canceled grooming lately encountering issues sending updating meeting update domain diagnostic please investigate updates listed since rest received received received others help undeliverable canceled grooming failed groups address entered found please check recipient address try message problem continues please contact address entered found please check recipient address try message problem continues please contact address entered found please check recipient address try message problem continues please contact address entered found please check recipient address try message problem continues please contact address entered found please check recipient address try message problem continues please contact address entered found please check recipient address try message problem continues please contact diagnostic information administrators generating server remote server returned resolver found db remote server returned resolver found ac remote server returned resolver found remote server returned resolver found bb ac remote server returned resolver found ad ca remote server returned resolver found original message headers server id id content type application name content transfer encoding binary petri petri canceled grooming thread topic grooming thread index importance high priority calendar originator id ab message id accept language en en content language en attach mime version transport hosted originating return path,Hardware
oracle app existing missing timecard app existing timecard looks like vanished timecard tool submitted last week timecard list yet appears present reports attempting create results already exists error looking timecard window rewarded exception please attached senior tester en,HR Support
line manager change error line manager change please raise ticket call assign engineer en line manager change know bug faulty use noticed today failed processes manager change december short error message yesterday manager initiated change one direct report checked today noticed process failed details assignment level regarding line manager remained unchanged button greyed fields assignment editable usually allow changes assignment line manager change request flow would take look behavior anything needed side please let know data entry,Miscellaneous
notified morning licence expired since apparently pushed machine reason find software centre either means currently running without please help sort software developer,Access
problems badge problems badge sometimes problems badge hard recognized door device try multiple times opinion demagnetized used years please help,Access
service sending triple notifications ticket sending triple ticket could please help following problem sending triple ticket assigned assignment applications analyst,Miscellaneous
error error current week went status error please delete submit one tester en,HR Support
device info displayed desktop device info displayed desktop guys every turn computer get device info displayed desktop screen set wallpaper disappears recall changing anything recently could cause affecting work way nuisance manager,Hardware
credential request add user password reset snow template also happening credential request add analyst pl password reset snow template happens phone activation request template well please templates checked moreover confirmed happen colleagues well analyst pl password reset snow template please assist checking password reset template every used today ticket summary completed password reset everything completed manually categories would template analyst pl,Access
windows phone activation request password reset snow template happens phone activation request template well please templates checked moreover confirmed happen colleagues well analyst pl password reset snow template please assist checking password reset template every used today ticket summary completed password reset everything completed manually categories would template analyst pl,Access
password reset snow template password reset snow template please assist checking password reset template every used today ticket summary completed password reset everything completed manually categories would template analyst pl,Access
problem logging problem logging problem changing credentials signed use use previous one,Hardware
connection slow connection slow colleagues one members center setup currently using work client client connection wireless guest cable connection connection machines headquarters often poor low connection setup basically becoming unusable please help way suggestion would much appreciated also need bear mind regulations test consultant,Hardware
issues issues regarding one updating section tagging locations information location update fact seam appear plus show location case way displayed friendly text images attachments announcement announcements location description text space left screen looking text cut fit screen way could make available location well please way make location look friendly putting lot effort content goes would really appreciate help communication specialist,Hardware
cube oracle test cannot accessed cube test cannot accessed colleagues trying access inquire analyze balances test get error second error please help lot lead,HR Support
hp care pack post ie ca december care pack post ie care pack post ie ac care pack data care pack gen server gen server,Purchase
access problems access problems problems accessing site start however getting around making individual requests access areas need meaning get bottom though believe fundamental problem access rights instance cannot even connect one receive message every happens areas want get access work connect via makes difference please take look something blocking use whole site senior infrastructure architect,Hardware
timecard error timecard error sorry looks managed get error,HR Support
issues accessing working issues accessing working please log ticket assign helping access working engineer en,Hardware
meeting option available outlook cannot log meetings seems cannot send meeting invites please check option longer available,Administrative rights
access access morning guys please provide access common error error details specified either disabled member unit main id,Hardware
remote access remote access working seem access every try go folder get message please help need access files urgently commercial adviser old broad street en,Hardware
issues certificate verify failed issues certificate verify failed help please issues tool error bio error error routines get server certificate certificate verify failed full log built socket listening need hold release interface waiting client connected log hold hold release password proxy none warning server certificate verification method enabled info note current script setting allow configuration call defined scripts socket buffers resolve attempting establish connection connect connection established client link client link remote wait initial packet warning configuration cache passwords memory use option prevent verify error depth error self signed certificate certificate error bio error error routines get server certificate certificate verify failed error object incoming error error failed fatal error check errors restarting soft error received process restarting reconnecting error restart pause second proxy none warning server certificate verification method enabled info note current script setting allow configuration call defined scripts socket buffers attempting establish connection connect connection established client link client link remote wait initial packet verify error depth error self signed certificate certificate error bio error error routines get server certificate certificate verify failed error object incoming error error failed fatal error check errors restarting soft error received process restarting reconnecting error restart pause second proxy none warning server certificate verification method enabled info note current script setting allow configuration call defined scripts socket buffers resolve attempting establish connection connect connection established client link client link remote wait initial packet db verify error depth error self signed certificate certificate error bio error error routines get server certificate certificate verify failed error object incoming error error failed fatal error check errors restarting soft error received process restarting reconnecting error restart pause second developer ext en,Hardware
conference device network issue meeting room conference call meeting room please ask help raise ticket allocate issue encountered conference device installed meeting room device networking issues assisted resolve good ahead infrastructure manager,Hardware
forgotten password forgotten password access forgotten password accessing machine fingerprint reader developer en,Access
account blocked blocked dears please rise ticket assign pc care ca sa engineer en,Access
cannot access client inactive urgent blocked vs amp inform encounters issue ref could please help troubleshoot manager urgent blocked vs amp mo urgent blocked vs amp forwarded invite please confirm fine join proposed client manager urgent blocked vs amp technical contact side could discuss mo urgent blocked vs amp helping resolve issue though issue resolved needs discuss longer term please advise available catch manager urgent blocked vs amp policies updated take minutes go enabled mo urgent blocked vs amp please find information en en en en en en appreciate lot prompt revert possible much manager urgent blocked vs amp similar issue one dealing provide list assets name uses normally start en disable amp enable mo senior infrastructure consultant upcoming holiday th dec th dec urgent blocked vs amp contact asap check happening urgent blocked vs amp importance high let know blocked work client works updated updates connect reverted clarify client necessary infrastructure engineers discuss ref amp please advise available catch much manager,Hardware
oracle error request error request guys got reject request got error please advise engineer,HR Support
wrong annual leave appears withdrawn notification wrong annual leave appears withdrawn notification withdrawn annual leave request march rd line manager received notification another request deleted th th taken annual leave could please investigate officer withdrawn approval annual leave absence request please check withdrawn approval annual leave absence request showing awaiting approval withdrawn officer withdrawn approval annual leave absence request withdrawn approval annual leave absence request approval annual leave absence request details assignee assigned task number recommended actions absence records details absence entry details type annual leave basic mode single checked start duration hours start applicable start duration applicable end applicable end duration applicable reason annual leave agreement name detail comments taken days descriptive information context segment related links comments data display history updated action performed assignee updated assigned dec approved dec assigned dec withdrawn,HR Support
oracle error error hey guys got error trying insert print screen please help issue communication specialist,HR Support
cannot find processed cannot find attached processed could please advise received th december,Hardware
oracle time log issue log issue please help logging issue made mistake entering log submit week error message appear attached well submit working tester,HR Support
delivery failed day relocation liverpool weekly catch getting following error trying send infrastructure programme manager upcoming leave rd th th undeliverable relocation liverpool weekly catch failed groups problem occurred delivering message address try sending message problem continues please contact following organization rejected message cluster server domain diagnostic information administrators generating server cluster server domain remote server returned original message headers signature relaxed relaxed original authentication results message thread topic thread index importance message id accept language content language mime version delivered original authentication results pass domain designates permitted message mw wed source wed arc seal none arc el lo arc message signature relaxed relaxed arc mime version content language accept language message id importance thread index thread topic arc authentication results nm arc authentication results pass domain designates permitted return path id si version cipher bits wed received pass domain designates permitted client authentication results pass domain designates permitted return path server id wed tracker vs aw db ii msg ref server tower originating version banners checked server tower encrypted server id wed id wed canceled relocation liverpool weekly catch thread topic relocation liverpool weekly catch thread index importance high priority wed message id dc accept language en en content language en attach transport hosted originating content type alternative boundary mime version delivered,Hardware
issues expense report issues meeting room frankfurt still order already informed nothing happened yet getting expense report approval talked already told still solve issue next week run would get money back manager frankfurt main frankfurt main,Administrative rights
please check en torrent applications installed please check en torrent applications installed please check mentioned torrent applications installed remove,Hardware
report report please inform torrent applications cracks well please remove mentioned please attached report details,HR Support
removed scheduled task snow removed scheduled task snow could please investigate appears scheduled jobs used snow deleted disabled snow example task check dc task check dc monitoring engineer ops ops,Miscellaneous
team would please help resolving noticed change role one colleague might mistake got colleague name joined much appreciate efforts head analysis en,Hardware
receiving weekly mails oracle missing time leaver please action direct reports receiving weekly mails please forwarded longer employee two months someone delete senior tester en mobile please action direct reports line manager part established processes required submit weekly basis past week must submitted approval receiving direct reports followed process please help cascade accordingly gets possible breakdown direct reports please note refers left maternity absence leave please contact update person record otherwise please contact person directly submit line manager country total days,HR Support
machines second incident morning please log two separate incidents assign queue good morning experiencing issues start machines supposed start found dead two days row tells script faulty bringing also one week ago found machines checks booting machines unresponsive recovered senior engineer client,Hardware
receiving maternity leave please action direct reports maternity leave period need fill please confirm please action direct reports line manager part established processes required submit weekly basis past week must submitted approval receiving direct reports followed process please help cascade accordingly gets possible breakdown direct reports please note refers left maternity absence leave please contact update person record otherwise please contact person directly submit line manager country total days,HR Support
timecard error timecard error timecard error please help issue,HR Support
known pipeline missing pas known pipeline good morning seems like known pipeline figures disappeared periods made changes perspective please investigate possible practice lead,Internal Project
transaction blocked transaction blocked could pleased rise ticket based following assign transaction stuck allow make changes profile engineer en,Access
sub codes sub codes could please check sub codes code allocated sub codes usually programme portfolio officer,Internal Project
problems matter keeps errors like help please,Hardware
outlook error error get error every open connection warning noticed metered connection charge extra working prevent data charges connected cable,Administrative rights
problems receiving mails problems receiving mails trouble receiving mails following address please help,Administrative rights
battery installed properly battery installed properly name location old broad street rack contact serial device code critical battery installed properly,Internal Project
lost access card lost access card please advised colleague lost access card order prevent misuse could please disable senior tester en,Access
resolved critical alert following alert became inactive replica db server inconsistent protected data source protection activities data source fail replica synchronized consistency check change tracking marked inconsistent due one following reasons unexpected shutdown protected server unforeseen issue cluster one sharing tracked volume information open administrator console review alert details monitoring task area,Hardware
oracle issue issue good afternoon writing issues access click appears error find enclosed please let know issue solved need anything specialist,HR Support
service unexpected behavior unexpected behavior guys ticket si active sa sa hold details se pare va could log ticket incident senior engineer,Miscellaneous
db backups db backups moment daily database backups generated environment could please raise ticket issue assign engineer,Miscellaneous
issue component compatible installed issue component compatible installed issue component compatible installed solved officer en,Hardware
account blocked accidentally blocked accidentally guys problems could cannot enter neither etc could please repair unblock creates significant problems whole please treat request priority really critical whole much manager,Access
testing devices please ask quote following devices needed pro retina display processor dual core intel plus graphics apple galaxy projects lead,Hardware
problem unintentional information disclosure problem unintentional information disclosure valid observation think raised accounts created external users ad need addresses format appear address book know likely big bit work fix issue please external accounts problem unintentional information disclosure raise issue belgrade unintentional information disclosure belgrade manager already regarding matter try concise possible possible advise stop assigning aliases suffix external users situation client address configured instead belgrade clearly careful one thing send wrong within totally send wrong client address picture attached matter fact external disabled cannot exactly received two days ago mistake advice much senior engineer information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received message error open attachments please notify delete message accepts responsibility information errors omissions use misuse act committed omitted connection communication doubt please verify authenticity contents please rely virus checkers responsibility taken damage rising bug virus infection registered number whose registered old broad street kingdom provide clients subsidiaries separate entity liability another entity acts omissions,Hardware
annual refresher quiz error completing survey reminder annual refresher quiz started attempt show question responses also needs checked answered questions seems application stored answers others might facing issue reminder annual refresher quiz would please investigate reminder annual refresher quiz afraid started attempt show question responses start explain origin closed connection think forward message case find probably know content maintained use make access web properties efficient reminder annual refresher quiz answered final question got error suspecting need start error request could satisfied origin closed connection generated request id reminder annual refresher quiz information awareness quiz reminder reminder mailbox information compliance officer safe also member last paragraph come back rest please proceeding kindly invite participate information awareness annual refresher quiz link id asking existing employees taken information awareness quiz past year since st december fact take quiz demonstrate continued awareness important information practices obligations includes members rest senior alone invited quiz contains questions drawn random larger pool everyone attempting quiz receive slightly different set questions answer repeat test second subsequent tests contain slightly different set questions attempt end quiz asked confirm understood acceptable use policy agree comply policy clients expect obtain acknowledgement every employee annually appreciate taking quiz consuming commitment clients ensure employees received tested regular information awareness reminders seen regular bulletins information quiz designed test awareness provide evidence present clients ask demonstrate provide test awareness reminders participation pass rates quiz included monthly information report delivered board directors participation quiz senior attention want remind important information policies obligations must comply view information awareness induction training movie minutes resource content awareness october engineering cryptographic awareness movie id intellectual rights data cartoon id reminders busy readers also acceptable use policy also find links key policies including information classification policy handling guidelines summary roles responsibilities manager please ensure remind members importance taking quiz receive invitation take joiners since st december receive invitation finally member configured trainer reason please follow specific instructions set effective status trainee temporarily attempting take refresher quiz otherwise score recorded main quiz results think taken quiz continue take quiz information,Hardware
stand kits yes please get price quote something need able offer employees much senior engineer ext cell upcoming days february phone number please consider environment really need print stand kits moment use anything like purchase go code obtain price quotation supplier administrator stand kits like pro plus size inch color black senior engineer ext cell upcoming days february phone number please consider environment really need print stand kits stand kits laptop raisers stand kits part administrator stand kits available far stand either stand much senior engineer ext cell upcoming days february phone number,Hardware
approval annual leave absence request approval annual leave absence request sending adding teams investigate seem message seem normal behavior manager approval annual leave absence request bellow find returned tried approve annual leave member meanwhile asked one period annual leave february request passed approved without problem could please help resolve problem technical leader infrastructure upcoming holiday none approval annual leave absence request human response notification processed application act pending tasks could process response invalid action task privilege perform action action approve task cannot performed make action valid respect current task ensure privilege perform action task message automatically generated human,HR Support
poll full status poll full status poll output partition threshold,Storage
cannot access sa cannot access breakdown import old dada good pot merci si merci si si tie recreated permissions whole site could check everything works properly waiting updates engineer en cannot access old access tried access using explorer chrome minute sa sa breakdown import si error occurred request could processed please contact administrator information si cine cat ca se la client browser incident si cine chrome si explorer merci,Hardware
issue closing requisition issue closing requisition need change status offer accepted offer rejected requisition close requisition another candidate accepted offer however cannot manually could please address issue provide info handle manually possible specialist,HR Support
spent report invoice issue spent report invoice issue could open ticket assign please engineer spent report invoice issue guys could please kindly perform investigation possible seem like spent report data feed picking invoice correctly idea please manager,Miscellaneous
annual leave issue annual leave issue trying log last week appears number hours annual leave hours annual leave tried modify problem still attached image shows current situation issue could please look,HR Support
timecard error timecard error please help following issue try fill timecard appear unusual timecard dates december another december joined th december please looks looking forward asap answer planning officer en,HR Support
time sheet problem sheet problem could please help following problem adjust timecard find screen shots manager manager,HR Support
two access errors reported two access errors reported two notified morning attempt take refresher quiz received error apparently originating attached cases says origin closed connection origin would actual web site imagine worth someone check either logs web server logs,Hardware
request access secured area et pascal request access secured area et amended access restricted area tower please ref cannot access floors using card could please check previously problems accessing area officer request access secured area et approved officer request access secured area et please access secured area tower colleagues kindly please approve officer,HR Support
unable edit document shared folder access folder could please check advise error able enter folder cannot modify accounts payable,Storage
pending approval per diem expense report pending approval per diem expense report year expense report raised expense report pending approval please conversation please log ticket point onward removing conversation order avoid pending approval per diem expense report yes please report still pending approval per diem expense report request still bug report pending approval per diem expense report resolved absence find anything task list referring pending approval per diem expense report one guess pickup returns annual leave pending approval per diem expense report possible tell approval queue sitting needs approve pending approval per diem expense report year recently got reminder pending per diem approval back could please approve consultant hybrid mob,Miscellaneous
issue could please investigate,Hardware
unable access access please could allow access working projects cannot access following better order access,Hardware
network access access please raise issue assign queue help engineer mobile,Hardware
backpack issue backpack issue issue backpack model ripped cannot zip please get one specialist,Hardware
laptop keyboard issues laptop keyboard change required please help resolve couple laptop problems currently laptop keyboard issues right believe resolved together key recently broken free given key use frequently real pain working correctly current laptop keyboard version rather several important keys keys usual places addition order use back slash key always call screen keyboard real nuisance given two issues please kindly arrange laptop keyboard replaced version old broad street today tomorrow th th next weds th th wonder would possible one tech replace laptop keyboard whilst help head applications,Hardware
oracle time approvals issue approvals issue recently assigned colleague since need approve unfortunately authorization could necessary authorizations please analyst,Miscellaneous
problems windows updates problems updates trouble updates says need restart computer order configure updates tried restarting shutting several times already nothing happening computer en free developer,Administrative rights
oracle fusion mobile app fusion mobile app trouble logging fusion app app asking following host name password please could advise fill name password one manager,Access
end poll output load status end poll output load status poll output value high watermark,Hardware
account infrastructure sub site working infrastructure sub site working morning observed one portal sites working anymore layouts start default using site keep technical information updates infrastructure easily find need would please try solve possible senior tester,Hardware
jones mailbox appear mailbox leaver ad december happen longer please help get back head tax treasury,Storage
oracle time entry wk december entry wk december problems entering week th december error get also cannot delete entries december,HR Support
warning disk detected error original message warning disk detected error event error reported disk drive disk channel id sn enclosure slot key code qual rd info medium error error event id event code event severity warning event name location client name contact address additional information disk drive reset due logic error recommended action event logged warning severity indicated disk running latest update disk event logged warning severity disk five times one week indicated disk running latest replace disk,HR Support
outlook problem problem problem already help problem tester engineer,Administrative rights
submit submit guys please look sort flow issue submit manager respond reminders requesting submit actions taken reminders please inform form completed submitted order replace leaver leaver full name leaving february location center note mailbox receive incoming,HR Support
critical alert critical alert following alert occurred status active description tape failed failed perform operation since tape free tape available tape library based information open administrator console review alert details monitoring task area,HR Support
headphones headphones headphones broke given pair,Hardware
laptop laptop would please help resolving problem picture bellow laptop ago started losing contact assumption screen display needs fixing issue finding possible whole display seen although successful gets worse ought share using laptop since july already use previously understanding year head analysis en,Hardware
sync issues sync issues could please kindly look entirely issue sync issues please ask look azure ad sync issues one issues example incorrect name space name cause fail sync azure ad synced recipient bounce back bunch accounts duplicate proxy addresses need rectified well order sync succeed file help narrow accounts need attention consultant infrastructure,Access
please action missing time please action please raise ticket call assign set requester part incident could please verify former profiles supposed start logging october st need ensure timecard start field manage person additional info tab populated october st please action think issue might case former started october please action look issue raised please get back suggested action plan using android please action every week receive reminder timecards use yet october way stop obsolete reminders programme manager please action part established processes required submit weekly basis past week must submitted approval receiving followed process please action possible breakdown please log accordingly training materials available id still past period line manager also notified country line manager total days,Miscellaneous
oracle account access order complete please help specialist,HR Support
dialing issues reported issues calling number,Hardware
laptop crashing en laptop crashing en please add ticket assign queue help engineer mobile,Hardware
confluence access confluence access get confluence used access since last trued tried using address name normal password correct get response help advice client manager,Access
issue annual leave days annual leave suppose issue annual leave days could please investigate,HR Support
incorrect discipline confirm job title developer please check appears analyst administration officer mea analyst developer la care la si si present sa la sa fie care analyst developer developer,Hardware
access card working lost access card reminder please help problem,Access
milky way phone keeps service unavailable milky way phone keeps unavailable phone milky way working tried reset couple times reconnecting table without success suppose needs,Hardware
annual leave project codes fusion annual leave codes fusion could please raise ticket applications analyst en annual leave codes fusion work done timecards fusion annual leave codes seem active still logged happen know anything done background work done think close back officer,HR Support
annual leave awaiting approval annual leave awaiting approval could please raise ticket applications analyst en annual leave awaiting approval could please look absences still awaiting approval even problem resolved know apparently still going status awaiting approval officer,HR Support
time card issue card leave si pot technician en,HR Support
submit button submit button issue card filled previous week cannot submit button please check issue,HR Support
file deleted file deleted guys need help issue file exec target folder deleted build fails cannot clean directories restart pc delete file attached print screen helpful information problem yesterday much help senior software developer en zone,Hardware
reporting discrepancy account discrepancy noticed data discrepancy regarding search tab shows contracts year however add sales lead number drops case sales person think look entries reflect change investigate,Hardware
problem entries oracle com problem entries problem entries entered annual leave twice saw problem tried delete additional entries corrections error instead entered submitted could please delete entries week try submit working hours week,HR Support
unable create expense report unable create expense report currently unable create expense report fusion try save expense report given name get error message report updated another updates discarded seen attached screen logged several times used different browsers safari please looked matter urgency need reimbursing consultant,Hardware
error oracle error sheet logged incorrectly cannot modify error please unblock,HR Support
oracle time log errors log errors please help solve errors attached screens error help remove wrong entered please wrong highlighted red questions hesitate contact,HR Support
oracle project issues request code creation could please raise ticket assign engineer request code creation could please help mentioned issue related problem request code creation could please check code seems cannot book december request code creation please informed created need assistance please let know engineer december request code creation please advised record number assigned please review details take appropriate action reference number details requested contact address location line manager summary request code creation additional comments requirements requested please open code activities per attached assign ticket reference assignment request summary location attachments setup form access request please click following link generated please ref msg,Internal Project
edit review submit options missing oracle time sheet review submit options sheet problems submit working review submit options starting week could please take look help,HR Support
service account problem problem please take look senior server infrastructure engineer infrastructure problem problem logging using credentials locked apparently locked ad checked colleague advise next senior server infrastructure engineer infrastructure,Access
form amendment form amendment could please log ticket assign appropriate quality form incorrectly marked trigger id record needs modifying fatal error currently marked needs modified since form submitted december please ensure record correctly updated scores recalculate month order reflect reality kindly let know completed scores recalculated accordingly moment overall score amend personal records reports well let know require assistance gladly help form amendment please assist correction form generated ticket marked fatal error however incorrect blessing please take following action fatal error field currently fatal error fatal error also kindly ensure records updated correctly scores updated well impact negatively overall score per per individual specialist en ext,Miscellaneous
cannot cannot colleagues small difficulty access web tried change picture application click change picture opens window browser ask password introduce password click log button happen password fields became blank could help please testing,Access
connecting connecting issue already helped solve issue please create ticket assign track much manager north,Hardware
team cannot use client amp active instead urgent blocked vs amp let know blocked work client works updated updates connect reverted clarify client necessary infrastructure engineers discuss ref amp please advise available catch much manager,Hardware
unable connect via cable unable connect via cable since morning connection cable working cannot access th floor,Hardware
error error error allow delete entries please delete start manager,HR Support
oracle entering time entering guys little problem cannot log dates please find attached details tester mobile en,HR Support
password changed password changed password issue today morning successfully resolved senior tester,Access
increase mail size increase size please increase size please questions please ask interim tax manager,Storage
addresses updated please check addresses address issue solved others everything working quite annoying thing every laptop enters stand mode log issues connecting sometimes disabling enabling several times fixes issue sometimes restart laptop,Hardware
time card error problem adding help issue manager problem made mistake entrance card period error could please help delete entrance week administrator sa ne absence leave hours imam od ne se,HR Support
account locked locked please log ticket password provided appears locked developer,Access
tickets getting released hold automatically operations tickets getting released hold automatically change snow took place recently tickets overdue release still awaiting status think made active automatically number active summary assignee owner assignment updated release true secure inside cookies awaiting approval true certificates awaiting info true request id performance issues awaiting info true access check awaiting approval true server awaiting info true dec data feed awaiting info true add port blocking exclusions warden awaiting info true mount awaiting info,Miscellaneous
working working tried connecting newly installed laptop succeed already asked help actions help suggested contact please assist head applications ext,Hardware
ticket missing ticket seem able find access ticket starter specified form could kindly assist looking forward hearing leader mobile december everyone please find attached completed kindly comments regarding specific accesses anything required form side let know leader mobile december could please fill enclosed starter form lovely administration officer,Miscellaneous
open connection failed open connection failed trying connect get error anyone help issue,Hardware
cannot add annual leave timecard tried add timecard annual leaver period th received error could submit timecard tried delete timecard pot card si sa card si sa ii submit sa card si sa se senior developer,HR Support
oracle timecard error problem editing card tried change approved timecard modifying code entered error status error attached help high priority developer,HR Support
holiday leave issue please check notes holidays colleagues issues holidays cannot approve request status awaiting appears canceled please help issue cannot holidays left,HR Support
corrective actions december en corrective actions december could please raise incidents assign ticket appropriate perform necessary corrective actions encryption please log ticket coordinator,Miscellaneous
oracle error creating error creating colleagues could check error appears save selected matter tried today well error creating tried create details error occurred please investigate check,HR Support
cannot connect account receiver cannot connect receiver need tried domain domain contingency laptop help,Hardware
password reset com password reset greetings apparently password working could please fix issue respectfully manager,Access
broken screen galaxy broken screen galaxy everyone colleague accidentally dropped galaxy device resulted screen working anymore could please advise procedures needed repairing device replacing screen since current seem usable check attachments could please log ticket assign allocated galaxy mini temporary usage engineer ext en,Hardware
report report check mentioned pc viruses seems got browsing web sites,Hardware
mail receive mails dec please help identify solve issue,Administrative rights
please delete oracle time please delete please help developer en,HR Support
report center report application please remove form mentioned pc,HR Support
report report please inform mentioned allowed remove please report details,Miscellaneous
visual studio license visual studio license morning able open visual studio expired license tried check updated license sign sign back help looking forward answer cause blocker moment lead,Access
issues mail box external network issues external moment browser accessible please check senior engineer,Hardware
tapes label makers guys would need tapes label makers follows yellow engineer ext en,Hardware
generated please previous mails one one th generate last one th also attached thread,HR Support
sales guys please copying get addressed since handle use call internationally till get resolved please make calling added dousing cell phone senior engineer ext cell upcoming days february phone number please consider environment really need print sales guys please dial internationally need please either get set let know order also problem could please give shout location lead,Hardware
please delete oracle time post christmas week please delete post christmas week please delete error unable delete,HR Support
device needed rug pre se face rom device needed merci device needed ca pro plus pixel plus note galaxy prime yoga tab galaxy tab device needed si estimate sa sa merci,Hardware
sending hr us sending granted ability send however appears select name able send either please removed well assistance specialist,Hardware
raid controller module replacement controller replacement raid controller module replacement controller replacement please raise low incident raid controller module replacement moment controller works module supports maximum one disk third party bring last saturday module supports disks controller replacement controller brought last saturday faulty card issue going schedule change saturday physical replacement third party engineer managed phone,Access
